t	mx	my	mz	MaxAngle	phi	f_RF
9.948759091561566e-10	0.42692322	0.89825714	0.0027310045	0.105926074	65	5000000000.0
9.992647005198578e-10	0.42827675	0.8976097	0.002058732	0.10570655	65	5000000000.0
1.0051169853671375e-09	0.4294583	0.8970404	0.0010986328	0.10542824	65	5000000000.0
1.0095052590826407e-09	0.4298531	0.89684767	0.00034781257	0.105231516	65	5000000000.0
1.0153581391111205e-09	0.4297061	0.8969137	-0.00066871656	0.10499518	65	5000000000.0
1.01974658701482e-09	0.4290898	0.8972061	-0.0014239346	0.104841515	65	5000000000.0
1.0241350536675937e-09	0.42804822	0.89770144	-0.0021574576	0.10471614	65	5000000000.0
1.029985445153191e-09	0.42602697	0.89866096	-0.0030777187	0.10460488	65	5000000000.0
1.0343742221072205e-09	0.42406818	0.89958644	-0.0037077814	0.10456891	65	5000000000.0
1.0402261421144341e-09	0.42092878	0.90105957	-0.0044444907	0.10459689	65	5000000000.0
1.0446151689496947e-09	0.41823107	0.9023146	-0.0049055964	0.10467621	65	5000000000.0
1.0504680673702244e-09	0.414266	0.9041411	-0.0053814445	0.10486202	65	5000000000.0
1.0548573310217621e-09	0.41108534	0.9055901	-0.005624897	0.10505943	65	5000000000.0
1.0592462980490322e-09	0.4077907	0.90707546	-0.005765557	0.10530016	65	5000000000.0
1.065097081718719e-09	0.40332493	0.90906364	-0.0057885144	0.1056766	65	5000000000.0
1.0694860313196096e-09	0.3999992	0.9105253	-0.0056815846	0.10598807	65	5000000000.0
1.075337642056883e-09	0.39571434	0.9123842	-0.0053769266	0.10641822	65	5000000000.0
1.0797259547624244e-09	0.39269042	0.9136794	-0.00503223	0.106737606	65	5000000000.0
1.084114406030327e-09	0.38989207	0.9148655	-0.004594721	0.107038744	65	5000000000.0
1.0899672791868285e-09	0.38660166	0.9162445	-0.0038808647	0.10738965	65	5000000000.0
1.0943559493897193e-09	0.3845261	0.9171049	-0.0032605447	0.10760076	65	5000000000.0
1.1002063822444056e-09	0.38235638	0.9179959	-0.002341756	0.10779262	65	5000000000.0
1.1045948607726342e-09	0.38121724	0.9184594	-0.0015999068	0.10786241	65	5000000000.0
1.1104465414213071e-09	0.38039163	0.918791	-0.00056602096	0.10785134	65	5000000000.0
1.114835132866651e-09	0.38030848	0.9188203	0.00022473272	0.10776326	65	5000000000.0
1.119224187963007e-09	0.38068834	0.91866094	0.0010129377	0.10760909	65	5000000000.0
1.1250776823170078e-09	0.3819034	0.9181584	0.0020355782	0.10731456	65	5000000000.0
1.1294666775620158e-09	0.3833248	0.91757095	0.0027630934	0.10703484	65	5000000000.0
1.1353173773853934e-09	0.38585114	0.91652286	0.0036557275	0.10660884	65	5000000000.0
1.1397060774307901e-09	0.38817537	0.9155521	0.0042517665	0.10626548	65	5000000000.0
1.1455577434396103e-09	0.39176652	0.91403913	0.004927885	0.10580141	65	5000000000.0
1.1499471556610447e-09	0.394766	0.91276234	0.005334017	0.105465055	65	5000000000.0
1.1543365004098991e-09	0.39796728	0.91138625	0.005644981	0.10515204	65	5000000000.0
1.1601899118280982e-09	0.40244934	0.9094351	0.0059015825	0.104791954	65	5000000000.0
1.1645788002815216e-09	0.40589055	0.9079175	0.0059704166	0.10457576	65	5000000000.0
